date,close,high,low,open,volume,tic,day
2022-06-29,1299.36181640625,1311.5717770934775,1293.8118342756918,1300.649368901304,5060038,INFY.NS,2
2022-06-29,226.3547821044922,227.13944125964449,222.30756384531153,222.39015265713823,16635367,ITC.NS,2
2022-06-29,1471.1251220703125,1476.9225425670822,1449.7411084231057,1455.3009287682398,1480197,LT.NS,2
2022-06-29,1168.5960693359375,1176.2278290145132,1132.7476201425022,1135.5557396776305,19205146,RELIANCE.NS,2
2022-06-29,426.5144348144531,429.8589230482941,425.4925039164003,427.35054978503086,11800876,SBIN.NS,2
2022-06-29,2904.131591796875,2941.6412689436206,2886.921269341309,2886.921269341309,2133994,TCS.NS,2
2022-06-30,634.1521606445312,636.6417655942831,621.0568750776588,621.4053954580756,10563138,AXISBANK.NS,3
2022-06-30,638.0609741210938,640.9010081305348,632.3809061022116,632.3809061022116,12475822,HDFCBANK.NS,3
2022-06-30,2076.048583984375,2093.1736129155265,2060.0401380238955,2070.7433379120807,2387212,HINDUNILVR.NS,3
2022-06-30,685.997802734375,690.5569062287119,680.1776857301896,681.6812041152125,11970404,ICICIBANK.NS,3
2022-06-30,1298.1630859375,1316.01180739461,1292.035883778109,1300.9602987057103,9165177,INFY.NS,3
2022-06-30,225.90048217773438,226.8916263536275,224.66151923647192,226.27214488299626,20003893,ITC.NS,3
2022-06-30,1480.961669921875,1489.1826579540361,1465.6126777027002,1472.2180311920822,3308971,LT.NS,3
2022-06-30,1175.616455078125,1184.7880089664673,1162.1874370508547,1168.5282289340553,23112959,RELIANCE.NS,3
2022-06-30,432.8317565917969,435.9904287315172,426.0499008697052,426.4215043535202,16926328,SBIN.NS,3
2022-06-30,2883.479248046875,2922.136107068585,2872.7999362877504,2887.80380692274,2719603,TCS.NS,3
2022-07-01,641.2724609375,643.9114057393818,629.172956459268,630.3679790022765,6549359,AXISBANK.NS,4
2022-07-01,640.78271484375,643.7410837950139,629.564602892815,636.1439692159108,11472452,HDFCBANK.NS,4
2022-07-01,2124.212646484375,2134.124647831429,2050.9190067038585,2071.7668844626082,1235612,HINDUNILVR.NS,4
2022-07-01,682.7967529296875,685.5612848355172,673.2905144209359,682.3602323115849,9884899,ICICIBANK.NS,4
2022-07-01,1313.7027587890625,1318.675520215987,1280.8024271981833,1291.1476137333636,4651635,INFY.NS,4
2022-07-01,234.86215209960938,235.39901855813434,224.00074340239433,225.9004690169087,36520000,ITC.NS,4
2022-07-01,1494.17236328125,1497.8313824781992,1458.4847734663044,1483.5278066897508,1294305,LT.NS,4
